id,title,posted_year,times_recommended
1510,Uplink,2012.0,1
1510,Uplink,2014.0,2
1510,Uplink,2015.0,2
15100,Assassin's Creed™: Director's Cut Edition,2014.0,2
15100,Assassin's Creed™: Director's Cut Edition,2015.0,1
15120,Tom Clancy's Rainbow Six® Vegas 2,2013.0,2
15120,Tom Clancy's Rainbow Six® Vegas 2,2014.0,1
15120,Tom Clancy's Rainbow Six® Vegas 2,2015.0,0
15130,Beyond Good and Evil™,2013.0,1
15130,Beyond Good and Evil™,2014.0,1
15170,Heroes of Might &amp; Magic V,2015.0,1
1520,DEFCON,2012.0,1
1520,DEFCON,2013.0,1
1520,DEFCON,2014.0,3
1520,DEFCON,2015.0,1
15200,Silent Hunter®: Wolves of the Pacific,2014.0,1
15300,Tom Clancy's Ghost Recon®,2014.0,1
15320,IL-2 Sturmovik: 1946,2010.0,1
15320,IL-2 Sturmovik: 1946,2012.0,1
15320,IL-2 Sturmovik: 1946,2014.0,3
15320,IL-2 Sturmovik: 1946,2015.0,2
15390,Brothers in Arms: Hell's Highway™,2012.0,1
15390,Brothers in Arms: Hell's Highway™,2014.0,1
15390,Brothers in Arms: Hell's Highway™,2015.0,1
15520,AaAaAA!!! - A Reckless Disregard for Gravity,2011.0,1
15520,AaAaAA!!! - A Reckless Disregard for Gravity,2015.0,1
15620,"Warhammer 40,000: Dawn of War II",2011.0,3
15620,"Warhammer 40,000: Dawn of War II",2012.0,1
15620,"Warhammer 40,000: Dawn of War II",2013.0,1
15620,"Warhammer 40,000: Dawn of War II",2014.0,2
15620,"Warhammer 40,000: Dawn of War II",2015.0,3
15700,Oddworld: Abe's Oddysee®,2011.0,1
15700,Oddworld: Abe's Oddysee®,2012.0,1
15700,Oddworld: Abe's Oddysee®,2013.0,2
15700,Oddworld: Abe's Oddysee®,2014.0,8
15700,Oddworld: Abe's Oddysee®,2015.0,5
15710,Oddworld: Abe's Exoddus®,2011.0,1
15710,Oddworld: Abe's Exoddus®,2014.0,1
15710,Oddworld: Abe's Exoddus®,2015.0,1
15750,Oddworld: Stranger's Wrath HD,2014.0,1
15750,Oddworld: Stranger's Wrath HD,2015.0,3
16120,Plant Tycoon,2014.0,1
16450,F.E.A.R. 2: Project Origin,2012.0,0
16600,Trials 2: Second Edition,2012.0,1
1670,Iron Warriors: T - 72 Tank Command,2013.0,0
16710,Insecticide Part 1,2014.0,2
16720,Velvet Assassin,2014.0,2
16810,Sid Meier's Civilization IV: Colonization,2013.0,0
16870,Sid Meier's Civilization V: Gods and Kings,2012.0,1
16870,Sid Meier's Civilization V: Gods and Kings,2014.0,1
1690,Space Empires V,2013.0,1
1690,Space Empires V,2015.0,1
17080,Tribes: Ascend,2012.0,8
17080,Tribes: Ascend,2013.0,19
17080,Tribes: Ascend,2014.0,15
17080,Tribes: Ascend,2015.0,9
17300,Crysis,2014.0,3
17300,Crysis,2015.0,1
17330,Crysis Warhead®,2012.0,1
17330,Crysis Warhead®,2013.0,1
17330,Crysis Warhead®,2015.0,1
17390,SPORE™,2012.0,1
17390,SPORE™,2013.0,3
17390,SPORE™,2014.0,21
17390,SPORE™,2015.0,4
17410,Mirror's Edge™,2010.0,0
17410,Mirror's Edge™,2012.0,6
17410,Mirror's Edge™,2013.0,10
17410,Mirror's Edge™,2014.0,30
17410,Mirror's Edge™,2015.0,11
17430,Need for Speed Undercover,2013.0,1
17440,SPORE™ Creepy &amp; Cute Parts Pack,2013.0,1
17440,SPORE™ Creepy &amp; Cute Parts Pack,2015.0,1
17450,Dragon Age: Origins,2010.0,1
17450,Dragon Age: Origins,2013.0,1
17450,Dragon Age: Origins,2014.0,2
17460,Mass Effect,2011.0,1
17460,Mass Effect,2012.0,2
17460,Mass Effect,2013.0,4
17460,Mass Effect,2014.0,6
17470,Dead Space,2011.0,0
17470,Dead Space,2013.0,7
17470,Dead Space,2014.0,4
17470,Dead Space,2015.0,2
17480,Command &amp; Conquer: Red Alert 3,2012.0,1
17480,Command &amp; Conquer: Red Alert 3,2013.0,3
17480,Command &amp; Conquer: Red Alert 3,2014.0,1
17480,Command &amp; Conquer: Red Alert 3,2015.0,5
17500,Zombie Panic! Source,2012.0,5
17500,Zombie Panic! Source,2013.0,11
17500,Zombie Panic! Source,2014.0,13
17500,Zombie Panic! Source,2015.0,0
17510,Age of Chivalry,2011.0,1
17510,Age of Chivalry,2012.0,2
17510,Age of Chivalry,2013.0,1
17510,Age of Chivalry,2014.0,2
17520,Synergy,2012.0,1
17520,Synergy,2013.0,4
17520,Synergy,2014.0,11
17520,Synergy,2015.0,8
17530,D.I.P.R.I.P. Warm Up,2014.0,0
17530,D.I.P.R.I.P. Warm Up,2015.0,1
17550,Eternal Silence,2014.0,1
17570,"Pirates, Vikings, and Knights II",2012.0,0
17570,"Pirates, Vikings, and Knights II",2013.0,1
17570,"Pirates, Vikings, and Knights II",2014.0,3
17570,"Pirates, Vikings, and Knights II",2015.0,3
17580,Dystopia,2013.0,2
17580,Dystopia,2014.0,1
17700,INSURGENCY: Modern Infantry Combat,2013.0,1
17700,INSURGENCY: Modern Infantry Combat,2014.0,2
17700,INSURGENCY: Modern Infantry Combat,2015.0,0
17710,Nuclear Dawn,2011.0,1
17710,Nuclear Dawn,2013.0,1
17710,Nuclear Dawn,2014.0,0
17710,Nuclear Dawn,2015.0,0
17730,Smashball,2015.0,0
17740,Empires Mod,2014.0,1
17740,Empires Mod,2015.0,1
18000,"Precipice of Darkness, Episode One",2013.0,1
18020,"Precipice of Darkness, Episode Two",2012.0,1
18020,"Precipice of Darkness, Episode Two",2014.0,0
18040,DeathSpank,2014.0,0
18120,Unstoppable Gorg,2013.0,1
1840,Source Filmmaker,2012.0,7
1840,Source Filmmaker,2013.0,13
1840,Source Filmmaker,2014.0,48
1840,Source Filmmaker,2015.0,22
18500,Defense Grid: The Awakening,2013.0,0
18500,Defense Grid: The Awakening,2014.0,1
18500,Defense Grid: The Awakening,2015.0,1
18700,And Yet It Moves,2011.0,0
18700,And Yet It Moves,2015.0,1
18820,Zero Gear,2014.0,2
18820,Zero Gear,2015.0,1
1900,Earth 2160,2014.0,0
19000,Silent Hill Homecoming,2015.0,1
1930,Two Worlds Epic Edition,2013.0,1
1930,Two Worlds Epic Edition,2014.0,1
1930,Two Worlds Epic Edition,2015.0,0
19500,Eternity's Child,2014.0,0
19830,Tom Clancy's Rainbow Six® 3 Gold,2014.0,1
19900,Far Cry® 2: Fortune's Edition,2013.0,3
19900,Far Cry® 2: Fortune's Edition,2014.0,4
19900,Far Cry® 2: Fortune's Edition,2015.0,1
20,Team Fortress Classic,2012.0,1
20,Team Fortress Classic,2013.0,0
20,Team Fortress Classic,2014.0,4
20,Team Fortress Classic,2015.0,5
200010,Quantum Conundrum,2012.0,3
200010,Quantum Conundrum,2014.0,1
200050,Naval War: Arctic Circle,2014.0,0
200150,Battle Chess: Game of Kings™,2014.0,1
200170,Worms Revolution,2013.0,2
200170,Worms Revolution,2014.0,4
200170,Worms Revolution,2015.0,3
200210,Realm of the Mad God,2012.0,16
200210,Realm of the Mad God,2013.0,23
200210,Realm of the Mad God,2014.0,74
200210,Realm of the Mad God,2015.0,26
200230,Off-Road Drive,2014.0,1
200230,Off-Road Drive,2015.0,0
200260,Batman: Arkham City - Game of the Year Edition,2013.0,20
200260,Batman: Arkham City - Game of the Year Edition,2014.0,30
200260,Batman: Arkham City - Game of the Year Edition,2015.0,15
200396,Oil Rush Tower Defense Map Pack,2015.0,0
200510,XCOM: Enemy Unknown,2012.0,1
200510,XCOM: Enemy Unknown,2013.0,17
200510,XCOM: Enemy Unknown,2014.0,39
200510,XCOM: Enemy Unknown,2015.0,19
200710,Torchlight II,2012.0,1
200710,Torchlight II,2013.0,22
200710,Torchlight II,2014.0,41
200710,Torchlight II,2015.0,12
200910,Before the Echo,2011.0,1
200910,Before the Echo,2015.0,1
200940,Sonic CD,2012.0,1
200940,Sonic CD,2014.0,0
201070,Revelations 2012,2013.0,0
201210,Pox Nora,2014.0,1
201230,EverQuest® II Free-To-Play. Your Way.™,2015.0,1
201310,X3: Albion Prelude,2015.0,0
201420,Toki Tori 2+,2013.0,1
201420,Toki Tori 2+,2014.0,1
201480,Serious Sam: The Random Encounter,2015.0,1
201510,Flatout 3: Chaos &amp; Destruction,2014.0,0
201510,Flatout 3: Chaos &amp; Destruction,2015.0,0
201570,Really Big Sky,2014.0,1
201570,Really Big Sky,2015.0,1
201790,Orcs Must Die! 2,2012.0,5
201790,Orcs Must Die! 2,2013.0,9
201790,Orcs Must Die! 2,2014.0,12
201790,Orcs Must Die! 2,2015.0,5
201805,Orcs Must Die! 2 - Family Ties Booster Pack,2015.0,1
201810,Wolfenstein: The New Order,2014.0,18
201810,Wolfenstein: The New Order,2015.0,14
202130,Impire,2013.0,0
202130,Impire,2014.0,0
202170,Sleeping Dogs,2012.0,1
202170,Sleeping Dogs,2013.0,18
202170,Sleeping Dogs,2014.0,23
202170,Sleeping Dogs,2015.0,3
202181,Sleeping Dogs - High Resolution Texture Pack,2014.0,0
202200,Galactic Civilizations® II: Ultimate Edition,2012.0,1
202200,Galactic Civilizations® II: Ultimate Edition,2013.0,1
202200,Galactic Civilizations® II: Ultimate Edition,2014.0,1
202310,Ridge Racer™ Unbounded,2013.0,1
202310,Ridge Racer™ Unbounded,2014.0,1
202730,Dynamite Jack,2015.0,1
202750,Alan Wake's American Nightmare,2013.0,0
202750,Alan Wake's American Nightmare,2014.0,3
202750,Alan Wake's American Nightmare,2015.0,0
202970,Call of Duty®: Black Ops II,2012.0,1
202970,Call of Duty®: Black Ops II,2013.0,11
202970,Call of Duty®: Black Ops II,2014.0,54
202970,Call of Duty®: Black Ops II,2015.0,15
203140,Hitman: Absolution™,2012.0,1
203140,Hitman: Absolution™,2013.0,8
203140,Hitman: Absolution™,2014.0,28
203140,Hitman: Absolution™,2015.0,14
203160,Tomb Raider,2013.0,31
203160,Tomb Raider,2014.0,58
203160,Tomb Raider,2015.0,40
203210,Titan Attacks!,2014.0,2
203210,Titan Attacks!,2015.0,0
203290,America's Army: Proving Grounds,2013.0,3
203290,America's Army: Proving Grounds,2014.0,10
203290,America's Army: Proving Grounds,2015.0,2
203350,King's Bounty: Warriors of the North,2015.0,1
203630,Warlock - Master of the Arcane,2012.0,1
203650,Sonic the Hedgehog 4 - Episode II,2013.0,1
203650,Sonic the Hedgehog 4 - Episode II,2014.0,1
203750,Binary Domain,2013.0,1
203750,Binary Domain,2014.0,2
203770,Crusader Kings II,2012.0,1
203770,Crusader Kings II,2013.0,7
203770,Crusader Kings II,2014.0,19
203770,Crusader Kings II,2015.0,12
203830,The Dark Eye: Chains of Satinav,2014.0,2
204030,Fable - The Lost Chapters,2013.0,1
204030,Fable - The Lost Chapters,2014.0,7
204030,Fable - The Lost Chapters,2015.0,1
204060,Superbrothers: Sword &amp; Sworcery EP,2014.0,2
204080,The Showdown Effect,2013.0,2
204080,The Showdown Effect,2014.0,2
204080,The Showdown Effect,2015.0,0
204100,Max Payne 3,2012.0,4
204100,Max Payne 3,2013.0,7
204100,Max Payne 3,2014.0,18
204100,Max Payne 3,2015.0,4
204180,Waveform,2015.0,4
204240,The Bridge,2013.0,1
204240,The Bridge,2014.0,4
204240,The Bridge,2015.0,2
204300,Awesomenauts - the 2D moba,2012.0,5
204300,Awesomenauts - the 2D moba,2013.0,30
204300,Awesomenauts - the 2D moba,2014.0,71
204300,Awesomenauts - the 2D moba,2015.0,22
204340,Serious Sam 2,2013.0,0
204340,Serious Sam 2,2014.0,3
204340,Serious Sam 2,2015.0,2
204360,Castle Crashers®,2012.0,3
204360,Castle Crashers®,2013.0,18
204360,Castle Crashers®,2014.0,79
204360,Castle Crashers®,2015.0,44
204371,Castle Crashers - Pink Knight Pack,2015.0,2
204372,Castle Crashers - Blacksmith Pack,2015.0,3
204450,Call of Juarez® Gunslinger,2013.0,6
204450,Call of Juarez® Gunslinger,2014.0,14
204450,Call of Juarez® Gunslinger,2015.0,10
204530,Infested Planet,2013.0,0
204530,Infested Planet,2014.0,1
204530,Infested Planet,2015.0,1
204630,Retro City Rampage™ DX,2012.0,1
204630,Retro City Rampage™ DX,2014.0,5
204630,Retro City Rampage™ DX,2015.0,0
204880,Sins of a Solar Empire®: Rebellion,2012.0,1
204880,Sins of a Solar Empire®: Rebellion,2013.0,3
204880,Sins of a Solar Empire®: Rebellion,2014.0,12
204880,Sins of a Solar Empire®: Rebellion,2015.0,3
20500,Red Faction Guerrilla Steam Edition,2012.0,1
20500,Red Faction Guerrilla Steam Edition,2014.0,1
20500,Red Faction Guerrilla Steam Edition,2015.0,6
205060,BIT.TRIP CORE,2013.0,0
205080,BIT.TRIP FATE,2013.0,0
20510,S.T.A.L.K.E.R.: Clear Sky,2011.0,1
20510,S.T.A.L.K.E.R.: Clear Sky,2012.0,1
20510,S.T.A.L.K.E.R.: Clear Sky,2014.0,1
20510,S.T.A.L.K.E.R.: Clear Sky,2015.0,1
205100,Dishonored,2012.0,6
205100,Dishonored,2013.0,20
205100,Dishonored,2014.0,42
205100,Dishonored,2015.0,24
205190,Rocksmith™,2014.0,2
20530,Red Faction,2013.0,1
20530,Red Faction,2014.0,1
20540,Company of Heroes: Tales of Valor,2015.0,2
205550,Foreign Legion: Multi Massacre,2014.0,0
205610,Port Royale 3,2012.0,1
205633,Tropico 4: Megalopolis DLC,2015.0,1
205650,The Testament of Sherlock Holmes,2014.0,1
205650,The Testament of Sherlock Holmes,2015.0,2
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",2011.0,2
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",2013.0,1
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",2014.0,1
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",2015.0,1
205730,Insanely Twisted Shadow Planet,2013.0,0
205870,Auditorium,2014.0,1
205910,Tiny and Big: Grandpa's Leftovers,2013.0,3
205910,Tiny and Big: Grandpa's Leftovers,2014.0,4
205910,Tiny and Big: Grandpa's Leftovers,2015.0,1
205950,Jet Set Radio,2014.0,1
205950,Jet Set Radio,2015.0,2
205990,Warlock 2: The Exiled,2015.0,1
206190,Gunpoint,2013.0,11
206190,Gunpoint,2014.0,27
206190,Gunpoint,2015.0,12
206210,Gotham City Impostors Free to Play,2012.0,5
206210,Gotham City Impostors Free to Play,2013.0,17
206210,Gotham City Impostors Free to Play,2014.0,37
206210,Gotham City Impostors Free to Play,2015.0,12
206420,Saints Row IV,2013.0,31
206420,Saints Row IV,2014.0,82
206420,Saints Row IV,2015.0,56
206440,To the Moon,2012.0,2
206440,To the Moon,2013.0,2
206440,To the Moon,2014.0,29
206440,To the Moon,2015.0,10
206480,Dungeons &amp; Dragons Online®,2012.0,2
206480,Dungeons &amp; Dragons Online®,2013.0,1
206480,Dungeons &amp; Dragons Online®,2014.0,2
206500,AirMech Strike,2012.0,2
206500,AirMech Strike,2013.0,14
206500,AirMech Strike,2014.0,28
206500,AirMech Strike,2015.0,12
206521,Spiral Knights: Operation Crimson Hammer,2014.0,1
206610,3SwitcheD,2014.0,0
206690,iBomber Defense Pacific,2013.0,1
207080,Indie Game: The Movie,2012.0,1
207080,Indie Game: The Movie,2013.0,1
207080,Indie Game: The Movie,2014.0,2
207080,Indie Game: The Movie,2015.0,1
207140,SpeedRunners,2013.0,6
207140,SpeedRunners,2014.0,23
207140,SpeedRunners,2015.0,39
207170,Legend of Grimrock,2013.0,2
207170,Legend of Grimrock,2014.0,2
207170,Legend of Grimrock,2015.0,1
207230,ArcheBlade™,2013.0,5
207230,ArcheBlade™,2014.0,13
207230,ArcheBlade™,2015.0,10
207250,Cubemen,2012.0,2
207250,Cubemen,2013.0,0
207250,Cubemen,2014.0,1
207250,Cubemen,2015.0,1
207350,Ys Origin,2014.0,1
207400,eXceed 3rd - Jade Penetrate Black Package,2013.0,1
207420,Wizorb,2013.0,1
207430,"Hack, Slash, Loot",2015.0,0
207490,Rayman® Origins,2012.0,1
207490,Rayman® Origins,2013.0,1
207490,Rayman® Origins,2015.0,0
207570,English Country Tune,2012.0,1
207570,English Country Tune,2014.0,0
207610,The Walking Dead,2012.0,12
207610,The Walking Dead,2013.0,55
207610,The Walking Dead,2014.0,36
207610,The Walking Dead,2015.0,11
207620,The Walking Dead: 400 Days,2015.0,1
207650,A Virus Named TOM,2014.0,2
207690,Botanicula,2014.0,1
207730,Arena Wars 2,2014.0,2
207750,Symphony,2012.0,1
207750,Symphony,2014.0,1
207790,Jane's Advanced Strike Fighters,2015.0,1
207815,PAYDAY™ The Heist: Wolfpack DLC,2014.0,1
207815,PAYDAY™ The Heist: Wolfpack DLC,2015.0,0
207816,PAYDAY: The Heist Soundtrack,2015.0,1
207930,Sacred Citadel,2013.0,1
208090,Loadout,2013.0,8
208090,Loadout,2014.0,259
208090,Loadout,2015.0,15
208140,Endless Space® - Collection,2012.0,2
208140,Endless Space® - Collection,2013.0,3
208140,Endless Space® - Collection,2014.0,3
208140,Endless Space® - Collection,2015.0,1
208200,Doom 3: BFG Edition,2012.0,1
208200,Doom 3: BFG Edition,2013.0,1
208200,Doom 3: BFG Edition,2014.0,2
208200,Doom 3: BFG Edition,2015.0,1
208362,Train Simulator: Union Pacific SD70Ace Loco Add-On,2015.0,0
208460,Tryst,2013.0,0
208480,Assassin’s Creed® III,2012.0,2
208480,Assassin’s Creed® III,2013.0,10
208480,Assassin’s Creed® III,2014.0,6
208480,Assassin’s Creed® III,2015.0,2
208500,F1 2012™,2013.0,1
208520,Omerta - City of Gangsters,2013.0,2
208520,Omerta - City of Gangsters,2014.0,2
208570,Dishonored: Dunwall City Trials,2013.0,0
